lead_id,lead_date,campaign_name,channel,lead_source,age,age_group,gender,status,touchpoints,cost_per_lead,revenue,days_to_conversion,product_purchased,season,month,year,quarter,year_quarter,month_short,touchpoint_band
L1926,2023-02-05,Spring_Promo,TikTok,Paid Ads,64,55+,Female,Nurturing,2,29.69,0.0,0,,Winter,February,2023,Q1,2023Q1,Feb,1–3
L1927,2023-11-04,New_Year_Launch,TikTok,Direct,64,55+,Female,New Lead,9,28.92,0.0,0,,Fall,November,2023,Q4,2023Q4,Nov,7–9
L1928,2023-12-27,New_Year_Launch,Email,Direct,28,25-34,Male,Qualified,9,24.12,0.0,0,,Winter,December,2023,Q4,2023Q4,Dec,7–9
L1929,2023-08-09,Summer_Blast,TikTok,Organic,22,18-24,Male,New Lead,10,47.15,0.0,0,,Summer,August,2023,Q3,2023Q3,Aug,10–12
L1930,2024-03-08,Summer_Blast,Facebook,Referral,67,55+,Female,Converted,5,43.49,1673.03,84,Brand Analytics Suite,Spring,March,2024,Q1,2024Q1,Mar,4–6
L1931,2023-07-28,New_Year_Launch,Facebook,Direct,20,18-24,Male,New Lead,12,43.41,0.0,0,,Summer,July,2023,Q3,2023Q3,Jul,10–12
L1932,2023-11-20,Black_Friday,Email,Paid Ads,36,35-44,Female,Converted,7,31.85,2205.24,78,Brand Analytics Suite,Fall,November,2023,Q4,2023Q4,Nov,7–9
L1933,2023-03-09,New_Year_Launch,Email,Organic,20,18-24,Female,Nurturing,2,18.59,0.0,0,,Spring,March,2023,Q1,2023Q1,Mar,1–3
L1934,2024-01-22,Back_to_School,TikTok,Paid Ads,41,35-44,Male,New Lead,4,47.59,0.0,0,,Winter,January,2024,Q1,2024Q1,Jan,4–6
L1935,2024-05-16,Year_End_Push,TikTok,Referral,20,18-24,Male,Converted,6,29.91,3652.05,37,CRM Integration,Spring,May,2024,Q2,2024Q2,May,4–6
L1936,2024-11-25,Black_Friday,TikTok,Referral,22,18-24,Female,New Lead,9,47.36,0.0,0,,Fall,November,2024,Q4,2024Q4,Nov,7–9
L1937,2024-06-09,Back_to_School,Email,Paid Ads,47,45-54,Male,New Lead,11,26.26,0.0,0,,Summer,June,2024,Q2,2024Q2,Jun,10–12
L1938,2024-10-16,Spring_Promo,Email,Referral,48,45-54,Female,Lost,12,31.49,0.0,0,,Fall,October,2024,Q4,2024Q4,Oct,10–12
L1939,2024-05-29,Back_to_School,TikTok,Direct,46,45-54,Female,Converted,7,33.74,2842.68,30,Social Media Manager,Spring,May,2024,Q2,2024Q2,May,7–9
L1940,2023-09-03,New_Year_Launch,Facebook,Organic,54,45-54,Male,New Lead,3,60.9,0.0,0,,Fall,September,2023,Q3,2023Q3,Sep,1–3
L1941,2023-01-11,Year_End_Push,YouTube,Referral,23,18-24,Male,Lost,7,64.24,0.0,0,,Winter,January,2023,Q1,2023Q1,Jan,7–9
L1942,2023-07-14,Black_Friday,Google Search,Organic,45,45-54,Female,New Lead,12,76.22,0.0,0,,Summer,July,2023,Q3,2023Q3,Jul,10–12
L1943,2024-11-08,Summer_Blast,YouTube,Referral,56,55+,Female,Lost,9,64.02,0.0,0,,Fall,November,2024,Q4,2024Q4,Nov,7–9
L1944,2023-05-17,Summer_Blast,YouTube,Paid Ads,31,25-34,Female,New Lead,1,55.27,0.0,0,,Spring,May,2023,Q2,2023Q2,May,1–3
L1945,2024-11-26,Spring_Promo,TikTok,Referral,46,45-54,Female,Qualified,9,33.0,0.0,0,,Fall,November,2024,Q4,2024Q4,Nov,7–9
L1946,2024-10-08,Back_to_School,Google Search,Referral,39,35-44,Male,Qualified,4,69.38,0.0,0,,Fall,October,2024,Q4,2024Q4,Oct,4–6
L1947,2024-09-22,Spring_Promo,Email,Direct,50,45-54,Male,Qualified,5,21.21,0.0,0,,Fall,September,2024,Q3,2024Q3,Sep,4–6
L1948,2023-04-14,Black_Friday,Facebook,Paid Ads,18,18-24,Male,Qualified,4,50.62,0.0,0,,Spring,April,2023,Q2,2023Q2,Apr,4–6
L1949,2024-11-03,Spring_Promo,Instagram,Direct,51,45-54,Female,New Lead,8,40.0,0.0,0,,Fall,November,2024,Q4,2024Q4,Nov,7–9
L1950,2023-10-03,Summer_Blast,Facebook,Direct,42,35-44,Male,Nurturing,8,44.17,0.0,0,,Fall,October,2023,Q4,2023Q4,Oct,7–9
L1951,2024-12-27,Spring_Promo,Facebook,Direct,29,25-34,Male,Qualified,4,45.97,0.0,0,,Winter,December,2024,Q4,2024Q4,Dec,4–6
L1952,2023-02-02,New_Year_Launch,Google Search,Direct,32,25-34,Female,Qualified,4,61.21,0.0,0,,Winter,February,2023,Q1,2023Q1,Feb,4–6
L1953,2024-11-29,Year_End_Push,Google Search,Direct,24,18-24,Female,Nurturing,6,72.29,0.0,0,,Fall,November,2024,Q4,2024Q4,Nov,4–6
L1954,2023-04-21,Summer_Blast,YouTube,Direct,59,55+,Female,New Lead,3,60.85,0.0,0,,Spring,April,2023,Q2,2023Q2,Apr,1–3
L1955,2023-12-17,Spring_Promo,Instagram,Paid Ads,64,55+,Female,Converted,10,43.59,3818.44,56,SEO Pro,Winter,December,2023,Q4,2023Q4,Dec,10–12
L1956,2024-06-07,Summer_Blast,Instagram,Direct,46,45-54,Female,Nurturing,5,38.74,0.0,0,,Summer,June,2024,Q2,2024Q2,Jun,4–6
L1957,2023-04-16,Summer_Blast,YouTube,Direct,34,25-34,Male,Nurturing,9,59.02,0.0,0,,Spring,April,2023,Q2,2023Q2,Apr,7–9
L1958,2024-02-15,Summer_Blast,Email,Paid Ads,27,25-34,Female,New Lead,4,12.77,0.0,0,,Winter,February,2024,Q1,2024Q1,Feb,4–6
L1959,2024-01-25,Spring_Promo,Email,Paid Ads,20,18-24,Female,Converted,5,20.15,3650.71,30,Brand Analytics Suite,Winter,January,2024,Q1,2024Q1,Jan,4–6
L1960,2023-04-23,New_Year_Launch,Instagram,Direct,50,45-54,Female,New Lead,5,40.38,0.0,0,,Spring,April,2023,Q2,2023Q2,Apr,4–6
L1961,2023-02-23,Summer_Blast,Facebook,Organic,28,25-34,Female,New Lead,6,55.21,0.0,0,,Winter,February,2023,Q1,2023Q1,Feb,4–6
L1962,2024-05-18,Black_Friday,Facebook,Organic,46,45-54,Male,New Lead,5,49.27,0.0,0,,Spring,May,2024,Q2,2024Q2,May,4–6
L1963,2024-01-06,Back_to_School,YouTube,Paid Ads,22,18-24,Female,Qualified,10,59.86,0.0,0,,Winter,January,2024,Q1,2024Q1,Jan,10–12
L1964,2023-03-31,Summer_Blast,YouTube,Referral,34,25-34,Male,Nurturing,3,62.74,0.0,0,,Spring,March,2023,Q1,2023Q1,Mar,1–3
L1965,2023-04-12,Summer_Blast,Email,Paid Ads,24,18-24,Male,Converted,9,13.5,3285.55,39,SEO Pro,Spring,April,2023,Q2,2023Q2,Apr,7–9
L1966,2024-03-04,Spring_Promo,YouTube,Paid Ads,66,55+,Female,New Lead,5,56.01,0.0,0,,Spring,March,2024,Q1,2024Q1,Mar,4–6
L1967,2024-03-05,Black_Friday,YouTube,Organic,45,45-54,Male,New Lead,9,55.48,0.0,0,,Spring,March,2024,Q1,2024Q1,Mar,7–9
L1968,2024-08-02,Back_to_School,Facebook,Paid Ads,61,55+,Female,New Lead,12,43.22,0.0,0,,Summer,August,2024,Q3,2024Q3,Aug,10–12
L1969,2024-06-05,Summer_Blast,YouTube,Organic,51,45-54,Female,Nurturing,7,52.68,0.0,0,,Summer,June,2024,Q2,2024Q2,Jun,7–9
L1970,2024-08-29,Summer_Blast,TikTok,Organic,32,25-34,Female,Nurturing,9,41.93,0.0,0,,Summer,August,2024,Q3,2024Q3,Aug,7–9
L1971,2023-05-02,New_Year_Launch,TikTok,Referral,43,35-44,Male,Qualified,1,31.42,0.0,0,,Spring,May,2023,Q2,2023Q2,May,1–3
L1972,2023-10-04,Back_to_School,Instagram,Paid Ads,38,35-44,Male,Lost,1,52.47,0.0,0,,Fall,October,2023,Q4,2023Q4,Oct,1–3
L1973,2024-09-11,New_Year_Launch,Instagram,Organic,57,55+,Female,Qualified,6,54.44,0.0,0,,Fall,September,2024,Q3,2024Q3,Sep,4–6
L1974,2024-10-02,Back_to_School,Google Search,Referral,28,25-34,Female,Lost,6,74.32,0.0,0,,Fall,October,2024,Q4,2024Q4,Oct,4–6
L1975,2024-08-20,Year_End_Push,Facebook,Organic,34,25-34,Male,Converted,12,44.13,3596.52,84,Social Media Manager,Summer,August,2024,Q3,2024Q3,Aug,10–12
L1976,2024-10-06,Back_to_School,TikTok,Referral,47,45-54,Female,Qualified,7,44.15,0.0,0,,Fall,October,2024,Q4,2024Q4,Oct,7–9
L1977,2024-05-05,Back_to_School,YouTube,Direct,32,25-34,Male,New Lead,3,46.87,0.0,0,,Spring,May,2024,Q2,2024Q2,May,1–3
L1978,2023-10-16,New_Year_Launch,TikTok,Direct,27,25-34,Female,New Lead,3,28.42,0.0,0,,Fall,October,2023,Q4,2023Q4,Oct,1–3
L1979,2023-09-09,Summer_Blast,TikTok,Organic,67,55+,Male,New Lead,11,37.1,0.0,0,,Fall,September,2023,Q3,2023Q3,Sep,10–12
L1980,2024-01-29,Year_End_Push,TikTok,Organic,56,55+,Male,New Lead,1,28.41,0.0,0,,Winter,January,2024,Q1,2024Q1,Jan,1–3
L1981,2024-09-06,Summer_Blast,Instagram,Referral,26,25-34,Female,Lost,1,35.27,0.0,0,,Fall,September,2024,Q3,2024Q3,Sep,1–3
L1982,2024-03-30,Black_Friday,TikTok,Paid Ads,18,18-24,Female,Converted,5,44.31,1992.9,20,Brand Analytics Suite,Spring,March,2024,Q1,2024Q1,Mar,4–6
L1983,2023-10-31,Spring_Promo,Instagram,Organic,59,55+,Male,New Lead,7,37.05,0.0,0,,Fall,October,2023,Q4,2023Q4,Oct,7–9
L1984,2023-12-28,Black_Friday,Instagram,Paid Ads,31,25-34,Male,Qualified,4,48.11,0.0,0,,Winter,December,2023,Q4,2023Q4,Dec,4–6
L1985,2023-10-16,Summer_Blast,TikTok,Organic,50,45-54,Male,New Lead,10,35.15,0.0,0,,Fall,October,2023,Q4,2023Q4,Oct,10–12
L1986,2024-03-14,Year_End_Push,Instagram,Organic,37,35-44,Female,New Lead,10,45.61,0.0,0,,Spring,March,2024,Q1,2024Q1,Mar,10–12
L1987,2023-12-23,Year_End_Push,YouTube,Referral,29,25-34,Male,Converted,5,62.51,4623.05,85,Social Media Manager,Winter,December,2023,Q4,2023Q4,Dec,4–6
L1988,2024-04-02,Back_to_School,TikTok,Paid Ads,24,18-24,Male,New Lead,8,42.43,0.0,0,,Spring,April,2024,Q2,2024Q2,Apr,7–9
L1989,2023-04-03,New_Year_Launch,Email,Direct,19,18-24,Female,Qualified,3,18.46,0.0,0,,Spring,April,2023,Q2,2023Q2,Apr,1–3
L1990,2024-02-28,Black_Friday,Facebook,Direct,40,35-44,Male,Nurturing,11,54.03,0.0,0,,Winter,February,2024,Q1,2024Q1,Feb,10–12
L1991,2024-06-30,Year_End_Push,Google Search,Direct,28,25-34,Female,Nurturing,9,67.85,0.0,0,,Summer,June,2024,Q2,2024Q2,Jun,7–9
L1992,2024-12-11,Year_End_Push,Email,Direct,23,18-24,Male,Nurturing,4,28.23,0.0,0,,Winter,December,2024,Q4,2024Q4,Dec,4–6
L1993,2023-01-18,Summer_Blast,Facebook,Organic,27,25-34,Male,Lost,8,49.25,0.0,0,,Winter,January,2023,Q1,2023Q1,Jan,7–9
L1994,2023-05-28,Summer_Blast,Facebook,Referral,21,18-24,Male,Qualified,9,58.71,0.0,0,,Spring,May,2023,Q2,2023Q2,May,7–9
L1995,2024-12-13,New_Year_Launch,TikTok,Organic,25,25-34,Female,New Lead,7,42.08,0.0,0,,Winter,December,2024,Q4,2024Q4,Dec,7–9
L1996,2024-05-03,New_Year_Launch,Instagram,Organic,35,35-44,Male,Nurturing,3,51.75,0.0,0,,Spring,May,2024,Q2,2024Q2,May,1–3
L1997,2024-08-05,Summer_Blast,TikTok,Organic,37,35-44,Male,New Lead,7,44.62,0.0,0,,Summer,August,2024,Q3,2024Q3,Aug,7–9
L1998,2023-11-03,New_Year_Launch,YouTube,Paid Ads,50,45-54,Female,Nurturing,12,54.4,0.0,0,,Fall,November,2023,Q4,2023Q4,Nov,10–12
L1999,2024-10-19,Summer_Blast,Facebook,Organic,22,18-24,Male,New Lead,3,42.64,0.0,0,,Fall,October,2024,Q4,2024Q4,Oct,1–3
L2000,2024-04-10,New_Year_Launch,Google Search,Direct,22,18-24,Female,Lost,5,69.08,0.0,0,,Spring,April,2024,Q2,2024Q2,Apr,4–6
L2001,2024-06-18,Back_to_School,Google Search,Paid Ads,28,25-34,Female,Lost,3,65.55,0.0,0,,Summer,June,2024,Q2,2024Q2,Jun,1–3
L2002,2024-07-26,Black_Friday,Instagram,Paid Ads,69,55+,Female,New Lead,2,47.1,0.0,0,,Summer,July,2024,Q3,2024Q3,Jul,1–3
L2003,2024-01-16,Black_Friday,YouTube,Direct,39,35-44,Male,New Lead,4,57.93,0.0,0,,Winter,January,2024,Q1,2024Q1,Jan,4–6
L2004,2023-12-10,Year_End_Push,Instagram,Referral,19,18-24,Male,Converted,5,35.56,1232.42,14,Digital Ads Package,Winter,December,2023,Q4,2023Q4,Dec,4–6
L2005,2023-09-04,New_Year_Launch,TikTok,Paid Ads,44,35-44,Male,Lost,10,33.38,0.0,0,,Fall,September,2023,Q3,2023Q3,Sep,10–12
L2006,2023-11-13,Spring_Promo,Google Search,Organic,64,55+,Female,Qualified,6,58.17,0.0,0,,Fall,November,2023,Q4,2023Q4,Nov,4–6
L2007,2023-05-13,Black_Friday,TikTok,Referral,59,55+,Male,Converted,2,42.05,1990.93,65,Digital Ads Package,Spring,May,2023,Q2,2023Q2,May,1–3
L2008,2023-02-08,Year_End_Push,Google Search,Direct,62,55+,Male,Converted,3,63.8,3570.68,11,Digital Ads Package,Winter,February,2023,Q1,2023Q1,Feb,1–3
L2009,2024-09-15,Year_End_Push,YouTube,Paid Ads,32,25-34,Male,Nurturing,6,58.03,0.0,0,,Fall,September,2024,Q3,2024Q3,Sep,4–6
L2010,2024-03-17,Year_End_Push,Facebook,Referral,38,35-44,Male,Converted,12,42.8,3983.79,50,Brand Analytics Suite,Spring,March,2024,Q1,2024Q1,Mar,10–12
L2011,2023-05-27,Spring_Promo,Email,Direct,26,25-34,Female,Converted,5,27.33,2962.11,12,SEO Pro,Spring,May,2023,Q2,2023Q2,May,4–6
L2012,2024-08-13,Summer_Blast,TikTok,Referral,36,35-44,Male,New Lead,2,35.27,0.0,0,,Summer,August,2024,Q3,2024Q3,Aug,1–3
L2013,2024-03-28,Back_to_School,Facebook,Direct,45,45-54,Female,Converted,3,55.01,4729.23,73,SEO Pro,Spring,March,2024,Q1,2024Q1,Mar,1–3
L2014,2023-05-13,Year_End_Push,Google Search,Direct,44,35-44,Female,Lost,9,66.82,0.0,0,,Spring,May,2023,Q2,2023Q2,May,7–9
L2015,2024-11-29,Year_End_Push,Instagram,Direct,35,35-44,Male,Nurturing,11,35.85,0.0,0,,Fall,November,2024,Q4,2024Q4,Nov,10–12
L2016,2023-06-12,Spring_Promo,Instagram,Paid Ads,62,55+,Female,Qualified,2,46.4,0.0,0,,Summer,June,2023,Q2,2023Q2,Jun,1–3
L2017,2024-10-19,Back_to_School,YouTube,Organic,46,45-54,Male,Nurturing,8,55.7,0.0,0,,Fall,October,2024,Q4,2024Q4,Oct,7–9
L2018,2023-07-24,Black_Friday,YouTube,Organic,28,25-34,Female,Converted,2,53.03,1927.78,78,SEO Pro,Summer,July,2023,Q3,2023Q3,Jul,1–3
L2019,2024-04-26,Spring_Promo,Facebook,Direct,20,18-24,Male,Nurturing,4,44.91,0.0,0,,Spring,April,2024,Q2,2024Q2,Apr,4–6
L2020,2024-04-29,Back_to_School,Google Search,Organic,63,55+,Female,Converted,4,62.27,4406.09,88,SEO Pro,Spring,April,2024,Q2,2024Q2,Apr,4–6
L2021,2023-03-25,Spring_Promo,Instagram,Paid Ads,32,25-34,Female,Qualified,12,40.97,0.0,0,,Spring,March,2023,Q1,2023Q1,Mar,10–12
L2022,2023-04-05,Summer_Blast,TikTok,Referral,61,55+,Female,Converted,7,45.9,2039.09,39,Brand Analytics Suite,Spring,April,2023,Q2,2023Q2,Apr,7–9
L2023,2023-06-14,Year_End_Push,Google Search,Direct,51,45-54,Male,Converted,7,77.31,2096.12,89,CRM Integration,Summer,June,2023,Q2,2023Q2,Jun,7–9
L2024,2024-08-15,Spring_Promo,Email,Paid Ads,59,55+,Female,Converted,6,24.33,3488.28,41,Digital Ads Package,Summer,August,2024,Q3,2024Q3,Aug,4–6
L2025,2024-11-21,Spring_Promo,Google Search,Referral,32,25-34,Male,Converted,9,66.13,3750.29,58,Brand Analytics Suite,Fall,November,2024,Q4,2024Q4,Nov,7–9
L2026,2023-06-20,Black_Friday,TikTok,Paid Ads,18,18-24,Female,Converted,4,40.02,2066.38,25,CRM Integration,Summer,June,2023,Q2,2023Q2,Jun,4–6
L2027,2023-05-08,Back_to_School,Instagram,Referral,42,35-44,Female,Nurturing,11,48.99,0.0,0,,Spring,May,2023,Q2,2023Q2,May,10–12
L2028,2023-12-10,Year_End_Push,Facebook,Referral,52,45-54,Female,Nurturing,3,44.27,0.0,0,,Winter,December,2023,Q4,2023Q4,Dec,1–3
L2029,2023-10-19,Year_End_Push,TikTok,Paid Ads,41,35-44,Female,Nurturing,12,44.9,0.0,0,,Fall,October,2023,Q4,2023Q4,Oct,10–12
L2030,2023-01-17,Spring_Promo,Instagram,Organic,58,55+,Female,New Lead,7,47.33,0.0,0,,Winter,January,2023,Q1,2023Q1,Jan,7–9
L2031,2024-08-18,New_Year_Launch,Email,Organic,64,55+,Female,Nurturing,11,28.12,0.0,0,,Summer,August,2024,Q3,2024Q3,Aug,10–12
L2032,2023-07-20,Year_End_Push,TikTok,Direct,30,25-34,Female,Qualified,2,45.13,0.0,0,,Summer,July,2023,Q3,2023Q3,Jul,1–3
L2033,2023-08-18,Spring_Promo,YouTube,Direct,49,45-54,Female,Lost,5,55.15,0.0,0,,Summer,August,2023,Q3,2023Q3,Aug,4–6
L2034,2024-02-29,Spring_Promo,YouTube,Paid Ads,47,45-54,Female,Lost,1,45.65,0.0,0,,Winter,February,2024,Q1,2024Q1,Feb,1–3
L2035,2024-08-08,Back_to_School,YouTube,Referral,67,55+,Male,New Lead,4,64.86,0.0,0,,Summer,August,2024,Q3,2024Q3,Aug,4–6
L2036,2024-08-14,Spring_Promo,YouTube,Direct,65,55+,Male,Converted,11,53.58,2256.85,23,SEO Pro,Summer,August,2024,Q3,2024Q3,Aug,10–12
L2037,2024-05-31,New_Year_Launch,TikTok,Organic,53,45-54,Male,Converted,10,30.37,4029.27,81,Social Media Manager,Spring,May,2024,Q2,2024Q2,May,10–12
L2038,2023-01-12,Spring_Promo,TikTok,Organic,37,35-44,Male,New Lead,10,40.58,0.0,0,,Winter,January,2023,Q1,2023Q1,Jan,10–12
L2039,2023-05-14,Year_End_Push,YouTube,Organic,66,55+,Male,Qualified,11,64.67,0.0,0,,Spring,May,2023,Q2,2023Q2,May,10–12
L2040,2023-09-09,Back_to_School,YouTube,Paid Ads,29,25-34,Male,New Lead,7,59.53,0.0,0,,Fall,September,2023,Q3,2023Q3,Sep,7–9
L2041,2024-08-16,New_Year_Launch,Instagram,Paid Ads,42,35-44,Male,New Lead,2,52.34,0.0,0,,Summer,August,2024,Q3,2024Q3,Aug,1–3
L2042,2023-04-06,Back_to_School,TikTok,Referral,18,18-24,Female,Converted,6,29.55,4607.24,27,SEO Pro,Spring,April,2023,Q2,2023Q2,Apr,4–6
L2043,2023-03-20,Black_Friday,Google Search,Organic,21,18-24,Female,Lost,7,62.21,0.0,0,,Spring,March,2023,Q1,2023Q1,Mar,7–9
L2044,2023-07-02,Back_to_School,TikTok,Paid Ads,54,45-54,Male,New Lead,11,41.19,0.0,0,,Summer,July,2023,Q3,2023Q3,Jul,10–12
L2045,2024-09-06,Black_Friday,Facebook,Referral,22,18-24,Female,Lost,3,52.93,0.0,0,,Fall,September,2024,Q3,2024Q3,Sep,1–3
L2046,2024-06-08,Year_End_Push,TikTok,Organic,24,18-24,Female,New Lead,4,43.22,0.0,0,,Summer,June,2024,Q2,2024Q2,Jun,4–6
L2047,2023-03-27,Back_to_School,TikTok,Organic,20,18-24,Female,New Lead,3,42.55,0.0,0,,Spring,March,2023,Q1,2023Q1,Mar,1–3
L2048,2024-10-29,Back_to_School,TikTok,Organic,51,45-54,Male,Converted,12,33.89,4140.55,56,CRM Integration,Fall,October,2024,Q4,2024Q4,Oct,10–12
L2049,2023-10-15,New_Year_Launch,TikTok,Paid Ads,37,35-44,Male,Converted,2,47.24,3126.42,76,Social Media Manager,Fall,October,2023,Q4,2023Q4,Oct,1–3
L2050,2023-10-06,Black_Friday,Google Search,Direct,46,45-54,Female,Nurturing,10,74.32,0.0,0,,Fall,October,2023,Q4,2023Q4,Oct,10–12
L2051,2023-03-07,Back_to_School,TikTok,Referral,51,45-54,Female,Converted,1,36.99,4811.44,33,CRM Integration,Spring,March,2023,Q1,2023Q1,Mar,1–3
L2052,2023-07-04,Black_Friday,YouTube,Referral,60,55+,Female,New Lead,7,61.18,0.0,0,,Summer,July,2023,Q3,2023Q3,Jul,7–9
L2053,2023-05-29,New_Year_Launch,Instagram,Paid Ads,25,25-34,Female,Qualified,2,50.59,0.0,0,,Spring,May,2023,Q2,2023Q2,May,1–3
L2054,2023-11-26,Summer_Blast,YouTube,Referral,18,18-24,Female,Nurturing,9,62.97,0.0,0,,Fall,November,2023,Q4,2023Q4,Nov,7–9
L2055,2024-07-28,Year_End_Push,Email,Paid Ads,36,35-44,Female,Qualified,10,17.56,0.0,0,,Summer,July,2024,Q3,2024Q3,Jul,10–12
L2056,2024-05-20,Summer_Blast,Facebook,Referral,51,45-54,Male,New Lead,5,51.97,0.0,0,,Spring,May,2024,Q2,2024Q2,May,4–6
L2057,2024-01-28,Year_End_Push,Google Search,Paid Ads,20,18-24,Male,Qualified,1,62.73,0.0,0,,Winter,January,2024,Q1,2024Q1,Jan,1–3
L2058,2024-02-17,Back_to_School,Instagram,Direct,56,55+,Female,New Lead,9,35.74,0.0,0,,Winter,February,2024,Q1,2024Q1,Feb,7–9
L2059,2024-03-01,Spring_Promo,Instagram,Direct,18,18-24,Female,Converted,5,49.47,1927.35,45,SEO Pro,Spring,March,2024,Q1,2024Q1,Mar,4–6
L2060,2024-04-10,Black_Friday,Email,Organic,46,45-54,Female,Qualified,11,21.87,0.0,0,,Spring,April,2024,Q2,2024Q2,Apr,10–12
L2061,2023-01-11,Summer_Blast,Instagram,Organic,68,55+,Male,New Lead,6,37.77,0.0,0,,Winter,January,2023,Q1,2023Q1,Jan,4–6
L2062,2024-01-13,New_Year_Launch,Instagram,Paid Ads,25,25-34,Male,Lost,9,51.32,0.0,0,,Winter,January,2024,Q1,2024Q1,Jan,7–9
L2063,2023-03-18,Spring_Promo,Instagram,Organic,44,35-44,Female,Lost,12,40.27,0.0,0,,Spring,March,2023,Q1,2023Q1,Mar,10–12
L2064,2023-05-03,Summer_Blast,YouTube,Paid Ads,44,35-44,Female,Nurturing,3,47.53,0.0,0,,Spring,May,2023,Q2,2023Q2,May,1–3
L2065,2024-08-14,Year_End_Push,YouTube,Organic,49,45-54,Female,Nurturing,8,54.56,0.0,0,,Summer,August,2024,Q3,2024Q3,Aug,7–9
L2066,2024-12-29,Back_to_School,TikTok,Organic,46,45-54,Male,Converted,9,29.66,4259.94,32,Brand Analytics Suite,Winter,December,2024,Q4,2024Q4,Dec,7–9
L2067,2024-04-24,Spring_Promo,Instagram,Paid Ads,54,45-54,Female,Converted,4,51.37,2694.41,44,Brand Analytics Suite,Spring,April,2024,Q2,2024Q2,Apr,4–6
L2068,2024-05-31,New_Year_Launch,YouTube,Direct,38,35-44,Female,New Lead,3,47.11,0.0,0,,Spring,May,2024,Q2,2024Q2,May,1–3
L2069,2023-10-12,Black_Friday,Google Search,Paid Ads,49,45-54,Male,New Lead,11,66.46,0.0,0,,Fall,October,2023,Q4,2023Q4,Oct,10–12
L2070,2023-01-17,New_Year_Launch,Google Search,Organic,29,25-34,Male,New Lead,3,75.88,0.0,0,,Winter,January,2023,Q1,2023Q1,Jan,1–3
L2071,2024-07-17,Back_to_School,YouTube,Direct,48,45-54,Male,Qualified,7,46.68,0.0,0,,Summer,July,2024,Q3,2024Q3,Jul,7–9
L2072,2024-03-27,Year_End_Push,Email,Direct,45,45-54,Female,Qualified,2,17.45,0.0,0,,Spring,March,2024,Q1,2024Q1,Mar,1–3
L2073,2024-08-31,Summer_Blast,TikTok,Referral,52,45-54,Female,Nurturing,10,33.52,0.0,0,,Summer,August,2024,Q3,2024Q3,Aug,10–12
L2074,2023-04-24,New_Year_Launch,YouTube,Organic,18,18-24,Female,Qualified,1,49.39,0.0,0,,Spring,April,2023,Q2,2023Q2,Apr,1–3
L2075,2024-09-27,Back_to_School,Instagram,Organic,31,25-34,Female,Qualified,7,48.99,0.0,0,,Fall,September,2024,Q3,2024Q3,Sep,7–9
L2076,2023-07-28,Black_Friday,TikTok,Referral,23,18-24,Female,Qualified,5,34.95,0.0,0,,Summer,July,2023,Q3,2023Q3,Jul,4–6
L2077,2024-09-29,Year_End_Push,Instagram,Paid Ads,24,18-24,Male,Lost,5,44.54,0.0,0,,Fall,September,2024,Q3,2024Q3,Sep,4–6
L2078,2024-04-11,Summer_Blast,Facebook,Organic,32,25-34,Female,New Lead,1,44.84,0.0,0,,Spring,April,2024,Q2,2024Q2,Apr,1–3
L2079,2023-06-24,Back_to_School,Instagram,Paid Ads,35,35-44,Female,Converted,1,48.58,3173.02,61,CRM Integration,Summer,June,2023,Q2,2023Q2,Jun,1–3
L2080,2024-08-03,Spring_Promo,Google Search,Organic,27,25-34,Male,Converted,5,71.6,4259.12,68,CRM Integration,Summer,August,2024,Q3,2024Q3,Aug,4–6
L2081,2024-05-17,New_Year_Launch,Instagram,Referral,20,18-24,Female,Qualified,9,49.7,0.0,0,,Spring,May,2024,Q2,2024Q2,May,7–9
L2082,2023-11-05,Spring_Promo,Facebook,Direct,36,35-44,Female,Converted,9,56.2,3985.37,77,SEO Pro,Fall,November,2023,Q4,2023Q4,Nov,7–9
L2083,2023-08-14,Summer_Blast,YouTube,Organic,66,55+,Female,Lost,3,58.19,0.0,0,,Summer,August,2023,Q3,2023Q3,Aug,1–3
L2084,2023-04-02,Back_to_School,TikTok,Direct,23,18-24,Male,Qualified,7,31.88,0.0,0,,Spring,April,2023,Q2,2023Q2,Apr,7–9
L2085,2024-11-26,Year_End_Push,YouTube,Direct,41,35-44,Female,New Lead,6,51.98,0.0,0,,Fall,November,2024,Q4,2024Q4,Nov,4–6
L2086,2024-12-19,Spring_Promo,Facebook,Paid Ads,36,35-44,Female,Nurturing,10,48.87,0.0,0,,Winter,December,2024,Q4,2024Q4,Dec,10–12
L2087,2023-01-09,Back_to_School,Email,Referral,47,45-54,Female,New Lead,11,21.98,0.0,0,,Winter,January,2023,Q1,2023Q1,Jan,10–12
L2088,2023-06-16,Year_End_Push,Email,Referral,26,25-34,Female,Nurturing,5,18.07,0.0,0,,Summer,June,2023,Q2,2023Q2,Jun,4–6
L2089,2024-08-30,Summer_Blast,Google Search,Organic,20,18-24,Male,Qualified,8,60.47,0.0,0,,Summer,August,2024,Q3,2024Q3,Aug,7–9
L2090,2023-12-25,Spring_Promo,Facebook,Organic,53,45-54,Male,Qualified,9,59.57,0.0,0,,Winter,December,2023,Q4,2023Q4,Dec,7–9
L2091,2023-07-21,Summer_Blast,YouTube,Referral,20,18-24,Male,Lost,2,53.64,0.0,0,,Summer,July,2023,Q3,2023Q3,Jul,1–3
